repo,url,stars,year,has_package_swift,description,language,topics,archived,open_issues,iOS,macOS,watchOS,tvOS,visionOS,platform_count
VergeGroup/swift-Verge,https://github.com/VergeGroup/swift-Verge.git,768.0,2025.0,True,"🟣 A robust Swift state-management framework designed for complex applications, featuring an integrated ORM for efficient data handling.",Swift,"flux, redux, ios, swift, mvvm, rxswift, swiftui, vuex, store-pattern, state-tree, state-shape, data-driven, memoization, uikit, performance-monitoring, dispatcher, verge",False,9.0,16.0,13.0,6.0,13.0,,4
vtourraine/acknowlist,https://github.com/vtourraine/acknowlist.git,868.0,2025.0,True,"Acknowledgements screen displaying a list of licenses, for example from CocoaPods and Swift Package Manager dependencies.",Swift,"ios, cocoapods, swift, tvos, uikit, swiftui, macos, watchos, spm",False,4.0,13.0,,7.0,13.0,,3
watson-developer-cloud/swift-sdk,https://github.com/watson-developer-cloud/swift-sdk.git,873.0,2025.0,True,:iphone: The Watson Swift SDK enables developers to quickly add Watson Cognitive Computing services to their Swift applications.,Swift,"ibm-watson-services, ibm-watson-speech, swift-4, hacktoberfest",False,4.0,10.0,,,,,1
weichsel/ZIPFoundation,https://github.com/weichsel/ZIPFoundation.git,2504.0,2025.0,True,Effortless ZIP Handling in Swift,Swift,"swift, zip",False,37.0,9.0,,2.0,9.0,,3
WenchaoD/FSPagerView,https://github.com/WenchaoD/FSPagerView.git,7318.0,2025.0,True,FSPagerView is an elegant Screen Slide Library. It is extremely helpful for making Banner View、Product Show、Welcome/Guide Pages、Screen/ViewController Sliders.,Swift,"swift, objective-c, infinite-scroll, banner-view, banner-slider, banner, uicollectionview, uicollectionviewlayout, ios, pages",False,181.0,12.0,,,,,1
wordpress-mobile/AztecEditor-iOS,https://github.com/wordpress-mobile/AztecEditor-iOS.git,648.0,2025.0,True,A reusable native iOS visual HTML text editor component.,Swift,"html, ios, editor, swift, ios-swift, ios-library, ios-libraries, native, html-editor, ios-lib, carthage, cocoapods",False,101.0,13.0,,,,,1
XcodesOrg/xcodes,https://github.com/XcodesOrg/xcodes.git,4279.0,2025.0,True,The best command-line tool to install and switch between multiple versions of Xcode.,Swift,"xcode, swift, macos, hacktoberfest",False,139.0,,,,,,0
XCTestHTMLReport/XCTestHTMLReport,https://github.com/XCTestHTMLReport/XCTestHTMLReport.git,764.0,2025.0,True,Xcode-like HTML report for Unit and UI Tests,Swift,"xcode, xctest, swift, html-report, xcode-ui-testing, unit-testing, ui-testing",False,68.0,,,,,,0
xmartlabs/PagerTabStripView,https://github.com/xmartlabs/PagerTabStripView.git,821.0,2025.0,True,🚀  Elegant Pager View fully written in pure SwiftUI.,Swift,"pagerview, swiftui, swiftui-components, xlpagertabstrip, pagertabstripview, swiftui-pager, pager",False,14.0,16.0,13.0,,,,2
yonaskolb/Mint,https://github.com/yonaskolb/Mint.git,2392.0,2025.0,True,A package manager that installs and runs executable Swift packages,Swift,"package-manager, dependency-manager, swift, command-line-tool, spm, installer",False,60.0,,,,,,0
yonaskolb/XcodeGen,https://github.com/yonaskolb/XcodeGen.git,7593.0,2025.0,True,A Swift command line tool for generating your Xcode project,Swift,"swift, xcode, generator, xcodeproject, specification, yaml, xcodeproj, cli, ci",False,374.0,,,,,,0
yonat/MultiSlider,https://github.com/yonat/MultiSlider.git,519.0,2025.0,True,"UISlider clone with multiple thumbs and values, range highlight, optional snap intervals, optional value labels, either vertical or horizontal.",Swift,"uislider, thumbs, multiple-thumbs, multislider, swift, range-slider, range-picker",False,4.0,13.0,,,,,1
